loan_id,age,annual_income,employment_years,credit_score,loan_amount,loan_term_months,debt_to_income,num_credit_lines,num_late_payments,has_mortgage,home_ownership,loan_purpose,state_region,monthly_obligations,loan_outcome
00CE867AC051,54,29200.0,5.2,665,57400.0,60,0.141,,0,0,Mortgage,Education,Southeast,916.46,2
E4916BC6B337,19,52500.0,3.5,850,30000.0,48,0.179,6.0,0,0,Mortgage,Home Improvement,Southeast,558.04,0
3E9ABC7402F3,56,35900.0,0.6,724,43200.0,48,0.205,4.0,0,0,Mortgage,Home Improvement,Southwest,1931.7,0
AFD243EB3254,41,188000.0,0.0,654,193400.0,60,0.279,5.0,1,1,Rent,Education,Midwest,2057.07,0
EAE162868047,28,46600.0,16.7,777,47000.0,12,0.395,4.0,1,1,Rent,Other,Southwest,954.13,0
076D26C03282,35,69200.0,11.7,583,46000.0,60,0.34,8.0,0,0,Own,Other,Midwest,1418.61,1
6F0ED1CE79B7,30,35300.0,26.9,577,216400.0,36,0.223,3.0,0,0,Own,Debt Consolidation,Southwest,948.21,2
51DFE395F094,52,21700.0,0.0,694,104500.0,60,0.135,,0,0,Mortgage,Debt Consolidation,West,2893.37,1
F24C7E00EB17,51,36300.0,25.8,489,45000.0,60,0.372,10.0,1,1,Mortgage,Home Improvement,West,692.98,2
04385C863896,21,36500.0,8.9,640,50000.0,36,0.333,6.0,10,1,Rent,Home Improvement,Southeast,1923.17,2
ADD7DE59DA0B,37,36400.0,,714,36600.0,60,0.196,8.0,2,0,Mortgage,Debt Consolidation,Southeast,2192.46,1
52FB6284FDCB,32,22500.0,0.0,788,47400.0,60,0.301,2.0,0,1,Mortgage,Education,Midwest,1415.73,2
788FCA237563,58,58400.0,5.8,666,26300.0,60,0.223,7.0,0,0,Own,Home Improvement,Midwest,552.57,0
D3DF1C8E8A57,26,45000.0,17.3,790,78300.0,48,0.125,5.0,0,0,Rent,Debt Consolidation,West,2754.02,1
C4785106AB04,61,23200.0,,557,10900.0,60,0.14,,1,0,Own,Home Improvement,Southeast,2264.34,2
E7F09B1AC3ED,42,57400.0,7.1,696,93200.0,24,0.25,2.0,0,0,Rent,Debt Consolidation,Southeast,2295.59,2
84A135F4ED49,28,82400.0,19.1,765,78200.0,36,0.111,5.0,0,0,Rent,Debt Consolidation,Southwest,1529.42,0
CCF626DA20EB,34,104700.0,11.0,807,36500.0,12,0.297,7.0,0,0,Own,Home Improvement,West,2630.0,0
74004A2EE555,32,15000.0,,630,61300.0,36,0.099,,1,0,Own,Debt Consolidation,Midwest,2120.09,2
A6E40B9155FD,27,36200.0,20.3,766,33400.0,24,0.114,,3,0,Rent,Business,Southwest,1555.62,1
C3334B8B2C75,43,25500.0,1.7,827,73400.0,36,0.179,8.0,2,1,Mortgage,Other,West,286.36,1
2DEC8F223D24,27,37800.0,1.5,610,15500.0,60,0.369,9.0,0,0,Mortgage,Debt Consolidation,Midwest,494.79,1
A2C257D56FFC,18,116300.0,8.3,744,38700.0,12,0.136,5.0,3,0,Mortgage,Debt Consolidation,Southwest,1992.1,0
212A62797CD6,37,36300.0,12.7,620,27300.0,60,0.141,4.0,1,1,Mortgage,Education,Northeast,1816.33,1
8CD9380517A3,20,41700.0,4.9,665,46400.0,12,0.128,8.0,4,0,Rent,Debt Consolidation,West,1955.83,2
E5CB18229E03,33,34300.0,0.0,806,50700.0,36,0.198,6.0,5,1,Mortgage,Other,Southeast,964.5,0
AD35F12FAC0A,31,132500.0,5.2,580,93900.0,60,0.154,4.0,2,1,Mortgage,Debt Consolidation,Midwest,2143.84,0
D9A9C4145FA6,32,15300.0,17.9,704,13200.0,36,0.151,4.0,4,1,Own,Debt Consolidation,Midwest,2076.77,2
3C9E3F0CD2A9,66,39900.0,10.0,598,28200.0,36,0.13,6.0,2,0,Rent,Debt Consolidation,Midwest,1233.79,1
24BA8493C910,43,33700.0,18.9,850,29800.0,60,0.23,6.0,4,0,Mortgage,Education,Midwest,2222.44,1
76733F7E75F7,45,21000.0,14.2,648,13800.0,60,0.097,4.0,3,0,Own,Home Improvement,Southwest,1752.18,2
131372D642EE,21,99300.0,5.6,687,61500.0,48,0.087,4.0,3,0,Own,Other,Southeast,22.42,1
D99680ADBB80,34,20100.0,4.3,755,17300.0,24,0.141,4.0,4,1,Rent,Business,Southwest,0.0,0
B19D18A10274,45,42100.0,11.5,636,36100.0,24,0.149,2.0,0,1,Own,Business,Northeast,383.02,0
CDB8B1493368,30,51900.0,,629,50200.0,24,0.203,11.0,0,1,Own,Business,Southeast,2117.1,1
A3D3333952F9,53,35800.0,10.9,725,51100.0,24,0.258,5.0,1,1,Own,Other,West,2762.13,0
9E5EFF242F1A,28,20900.0,11.6,766,29100.0,48,0.156,,1,0,Rent,Debt Consolidation,Midwest,1478.4,0
AC82F035E08A,39,49400.0,8.9,620,47700.0,48,0.277,7.0,2,0,Rent,Debt Consolidation,West,1506.59,1
C1E2DCA3CD96,35,35600.0,,665,44300.0,60,0.183,4.0,4,0,Mortgage,Education,Southwest,1817.6,2
E56C64806D71,44,84500.0,3.5,699,74400.0,12,0.106,8.0,0,1,Rent,Home Improvement,West,3404.21,1
340B23BEE67D,34,72000.0,1.5,750,9200.0,48,0.119,4.0,0,1,Mortgage,Other,Southeast,1946.92,0
F5DE4937B102,39,157800.0,16.0,665,61100.0,60,0.323,4.0,0,1,Mortgage,Education,Southwest,1055.76,1
D9702C6C8DE5,39,57600.0,2.1,599,80600.0,60,0.19,6.0,2,1,Rent,Debt Consolidation,Southeast,1030.29,1
07874BA4BF85,33,74900.0,0.0,554,23000.0,36,0.205,4.0,1,1,Mortgage,Debt Consolidation,Northeast,1698.63,2
1099461A4CF1,48,44500.0,7.2,608,91100.0,60,0.092,6.0,5,0,Rent,Debt Consolidation,Northeast,2322.11,2
AF0D926CADC8,45,138900.0,12.2,726,88000.0,60,0.386,9.0,0,0,Mortgage,Debt Consolidation,West,2096.53,0
BFCA52CA5520,41,54500.0,8.7,681,62200.0,24,0.136,6.0,0,1,Rent,Other,Midwest,2307.96,1
1D2D37AF880F,37,51200.0,0.4,668,73100.0,60,0.367,4.0,1,0,Mortgage,Home Improvement,Southwest,1481.74,1
19D709EF0EDE,52,72900.0,18.8,670,79200.0,60,0.139,6.0,0,0,Own,Education,West,1326.06,0
4DCBEFE53DD7,39,38000.0,11.9,700,77100.0,60,0.218,6.0,0,1,Mortgage,Debt Consolidation,Midwest,1768.34,2
D20593A5A615,38,41200.0,19.3,732,69500.0,24,0.098,7.0,0,1,Rent,Debt Consolidation,Midwest,1174.67,0
363677E05746,43,72900.0,9.6,585,41800.0,24,0.164,5.0,1,1,Mortgage,Education,Northeast,273.22,0
97CEC8C29601,62,81000.0,13.9,485,47400.0,12,0.151,3.0,1,0,Rent,Business,Southeast,1145.07,2
10CF42746237,26,75200.0,0.9,640,126900.0,36,0.128,6.0,4,1,Mortgage,Debt Consolidation,Southeast,1239.59,2
E8CDC4CD6292,51,51800.0,0.0,594,81400.0,60,0.209,4.0,5,0,Mortgage,Education,West,2593.02,2
697AC6E3A1F0,19,62900.0,10.3,557,104400.0,48,0.199,2.0,2,1,Mortgage,Debt Consolidation,Midwest,2259.77,2
0E376E50E358,45,91900.0,0.0,661,49100.0,36,0.297,3.0,3,1,Mortgage,Home Improvement,Northeast,561.23,1
174176BEB6C3,61,29700.0,16.9,567,27100.0,60,0.185,3.0,1,0,Mortgage,Debt Consolidation,Southwest,610.7,2
A109544251F2,48,54200.0,17.4,843,67700.0,24,0.356,7.0,1,1,Mortgage,Debt Consolidation,Northeast,2907.89,0
E0D57A8CA5B1,44,15000.0,12.5,639,34900.0,36,0.214,3.0,0,1,Own,Education,Southwest,2574.57,2
AE224CC241EE,35,81400.0,3.3,637,105200.0,36,0.121,5.0,1,1,Rent,Debt Consolidation,Southeast,549.34,0
4F4940F5DBEC,42,35200.0,9.9,850,66600.0,36,0.112,6.0,1,0,Rent,Debt Consolidation,West,2857.11,1
D0705FDE188D,39,35700.0,14.4,763,39900.0,60,0.345,1.0,6,0,Rent,Home Improvement,Northeast,2344.0,1
38016BE68FCC,33,50700.0,,679,163300.0,60,0.166,6.0,2,0,Mortgage,Education,Southeast,2153.07,2
CADB6BD9F5DD,39,76200.0,2.7,617,75700.0,60,0.316,9.0,2,0,Mortgage,Home Improvement,West,2399.98,2
08361D620533,44,201900.0,0.0,655,118200.0,24,0.129,4.0,2,0,Mortgage,Debt Consolidation,Southeast,393.65,1
500E0BC188D3,33,23100.0,13.0,788,9200.0,60,0.124,4.0,1,1,Rent,Debt Consolidation,Southeast,2216.46,0
F75CB1D512F7,32,34000.0,9.8,647,36000.0,36,0.35,2.0,3,0,Own,Debt Consolidation,Southwest,2392.72,2
8F3DC52263BD,26,61400.0,,715,19500.0,48,0.161,4.0,1,1,Rent,Debt Consolidation,Northeast,2406.8,1
49FA8F202B1D,47,36300.0,9.8,714,16400.0,36,0.071,6.0,0,1,Rent,Education,West,818.14,0
056A278486FB,49,85800.0,8.7,756,83900.0,36,0.441,4.0,0,0,Mortgage,Debt Consolidation,Southwest,1541.13,0
68FDDB6834F4,45,49400.0,8.6,638,56200.0,60,0.436,4.0,3,1,Own,Other,Midwest,2302.03,2
1BE0EE11613D,54,88200.0,7.5,817,108000.0,60,0.226,,1,0,Rent,Debt Consolidation,West,1582.57,0
5E5A658EBCBD,43,47300.0,29.2,626,94000.0,36,0.317,6.0,3,1,Mortgage,Debt Consolidation,West,0.0,2
A352C899F407,47,73100.0,8.1,800,70500.0,60,0.231,4.0,0,0,Mortgage,Home Improvement,Midwest,1947.05,0
557F08F70280,46,32000.0,,700,69000.0,60,0.224,8.0,0,0,Mortgage,Debt Consolidation,Northeast,1839.82,2
87EB548D4827,41,157200.0,15.8,684,87200.0,12,0.078,1.0,0,1,Mortgage,Debt Consolidation,West,1725.22,0
22910DD6A49C,36,21300.0,13.6,697,81300.0,48,0.175,4.0,0,1,Rent,Home Improvement,West,1299.08,2
2765A0412747,69,36700.0,10.7,725,50800.0,36,0.096,2.0,1,1,Mortgage,Home Improvement,Northeast,1206.57,0
140C99B6C2C9,37,24800.0,3.1,755,65900.0,60,0.061,,0,1,Rent,Debt Consolidation,Southwest,2359.87,2
2E605D85805E,34,84100.0,0.0,850,102400.0,12,0.2,2.0,0,0,Mortgage,Home Improvement,West,1467.75,0
5CA3E33C639E,47,72900.0,9.6,561,57700.0,12,0.186,5.0,4,1,Mortgage,Education,Northeast,784.33,2
19000BB3EC70,45,27700.0,8.5,667,60200.0,60,0.321,,0,1,Rent,Education,Northeast,2912.74,2
5C462B5D2209,25,93800.0,6.0,685,68100.0,60,0.129,4.0,0,0,Mortgage,Debt Consolidation,West,1195.63,0
438FF477F4D4,55,36900.0,16.4,794,78700.0,60,0.203,3.0,2,1,Rent,Debt Consolidation,Midwest,1606.36,1
B47F57DF0BA3,41,67000.0,,626,62700.0,60,0.28,,2,0,Rent,Business,Northeast,367.47,0
0BC7F30A2CA5,29,76300.0,19.2,671,34800.0,60,0.363,5.0,0,0,Mortgage,Home Improvement,Northeast,2459.79,1
23D9A50C7BD0,56,47300.0,1.8,832,54200.0,60,0.131,2.0,0,1,Rent,Home Improvement,Southwest,2016.46,0
F15E5020CA96,50,89400.0,18.3,651,73800.0,60,0.144,5.0,0,0,Mortgage,Home Improvement,Midwest,1796.76,0
157DCAC1030E,27,50000.0,0.0,582,74200.0,36,0.307,2.0,1,0,Own,Debt Consolidation,Midwest,1533.56,2
7DED3F7F74D3,63,65300.0,9.6,850,69400.0,48,0.129,5.0,2,1,Own,Debt Consolidation,Southwest,1706.56,0
2C989EEDB382,50,46600.0,16.9,490,58900.0,60,0.258,,0,0,Own,Debt Consolidation,Midwest,1361.46,2
BF8F4A3A790F,42,19400.0,1.8,629,125500.0,24,0.175,,0,0,Rent,Education,Southwest,0.0,1
4E8260D3F53B,61,50600.0,0.0,750,56100.0,36,0.308,1.0,6,1,Own,Home Improvement,West,1270.89,1
C3519BCF9F7C,44,33500.0,9.6,709,9700.0,36,0.179,4.0,0,0,Own,Debt Consolidation,Midwest,2035.94,1
DF487FE0ACB3,42,116500.0,23.2,659,62600.0,36,0.201,3.0,0,0,Rent,Home Improvement,Southeast,1257.67,0
1B5C67B7A56F,34,25600.0,23.6,550,39400.0,60,0.167,4.0,1,1,Rent,Home Improvement,Northeast,379.73,2
08F8C8D7FA00,49,106300.0,19.4,688,104800.0,60,0.229,2.0,1,0,Mortgage,Debt Consolidation,Midwest,1095.37,1
A9AE91ED6D7B,48,49100.0,2.0,589,63200.0,60,0.232,3.0,4,0,Rent,Other,Midwest,1440.95,2
90101B96C45A,42,67700.0,10.0,664,65500.0,60,0.205,6.0,0,1,Own,Business,Midwest,924.41,1
8EA8ACCA0AA5,33,25400.0,,619,43100.0,36,0.233,5.0,2,0,Mortgage,Debt Consolidation,Southeast,612.0,2
E59176D38741,44,45700.0,17.2,644,30100.0,60,0.156,3.0,2,0,Own,Education,Northeast,1252.42,0
6CA7B4C7295B,41,37600.0,0.0,637,30100.0,60,0.294,2.0,1,0,Rent,Debt Consolidation,Southeast,1490.79,1
CCD61EC57843,26,172300.0,16.4,804,225300.0,60,0.174,4.0,3,1,Rent,Other,West,1369.66,0
E3F75519C59A,24,37100.0,4.1,850,39600.0,48,0.104,3.0,0,0,Own,Other,Southwest,1865.61,0
5049A9C25BC1,49,102200.0,,634,93300.0,60,0.165,7.0,0,0,Mortgage,Debt Consolidation,Northeast,2409.11,0
7D7087B2DBB5,18,103000.0,16.0,808,103500.0,60,0.204,11.0,0,0,Rent,Business,Northeast,1299.77,0
4DFE3FBA0BD2,44,101400.0,7.1,571,80100.0,60,0.236,6.0,0,1,Rent,Home Improvement,West,2075.27,2
32242D1F8DBD,36,39100.0,5.9,771,51200.0,36,0.226,6.0,3,0,Rent,Debt Consolidation,Southeast,2320.92,1
D22143ACAE55,58,146200.0,18.6,711,84100.0,48,0.346,7.0,1,1,Own,Debt Consolidation,West,1489.89,1
C7EE74DD5154,36,163800.0,16.0,532,35600.0,36,0.112,1.0,1,0,Rent,Business,West,1303.48,1
B6155A8C3920,50,66300.0,12.7,608,95500.0,36,0.061,3.0,1,0,Own,Home Improvement,Southeast,783.31,0
EC45642F601A,37,41900.0,26.9,635,42800.0,36,0.188,5.0,2,1,Rent,Business,Northeast,1053.16,1
13ECD1DE75D7,43,33700.0,11.7,702,45300.0,36,0.286,4.0,1,0,Mortgage,Debt Consolidation,Midwest,1265.52,1
5378D0D62323,51,70200.0,12.6,697,56900.0,36,0.177,8.0,0,0,Mortgage,Business,Midwest,1724.77,0
AA06B7D6F67C,36,56100.0,7.5,631,122000.0,60,0.115,4.0,2,1,Mortgage,Business,Southeast,3089.87,2
4D40CF24058C,54,59900.0,2.3,572,33700.0,36,0.261,6.0,0,1,Mortgage,Home Improvement,Southeast,817.39,1
9253D534F0AD,30,25800.0,0.0,499,32600.0,60,0.1,4.0,1,0,Rent,Business,Midwest,3103.31,2
FF66723B8921,46,55200.0,16.9,631,64700.0,24,0.426,2.0,2,0,Rent,Education,Northeast,2242.86,2
0AA84D485A2D,53,101600.0,6.5,661,125200.0,60,0.403,2.0,0,0,Own,Home Improvement,Southeast,761.15,0
8405AE46C774,50,84800.0,30.7,822,57500.0,60,0.218,5.0,0,0,Rent,Business,West,3179.58,0
EE0CB2FA468C,65,43100.0,,684,42000.0,48,0.18,4.0,2,1,Own,Debt Consolidation,Northeast,2121.6,1
1700ABFD1535,33,51000.0,4.0,617,77500.0,60,0.312,3.0,1,1,Mortgage,Home Improvement,Southwest,2181.64,2
708E744CF424,25,24200.0,12.7,803,47500.0,36,0.084,5.0,0,0,Own,Debt Consolidation,Midwest,1735.71,1
80EE3F085CB0,30,37600.0,1.8,721,72200.0,60,0.193,3.0,0,0,Mortgage,Home Improvement,Northeast,1517.61,1
F00F94926332,50,44900.0,0.0,661,34700.0,60,0.172,7.0,3,0,Rent,Other,Northeast,1578.36,2
3D2AF362C8B6,48,76800.0,15.5,515,59400.0,36,0.186,6.0,1,1,Rent,Other,Midwest,1017.56,1
478756531F1F,43,36700.0,0.0,603,43300.0,60,0.219,3.0,1,0,Rent,Home Improvement,Midwest,2450.41,1
716A8B4F9683,29,30600.0,11.6,678,102900.0,60,0.18,4.0,1,0,Mortgage,Education,Northeast,1778.71,2
C035501DD5A4,51,82200.0,11.8,640,157700.0,60,0.087,5.0,0,0,Rent,Debt Consolidation,Southeast,1564.04,1
15AD0AC82CFD,27,42900.0,,723,41800.0,48,0.132,2.0,0,1,Rent,Education,Midwest,122.28,0
73CE76673BB3,56,34200.0,13.9,700,16100.0,60,0.377,3.0,2,0,Rent,Debt Consolidation,Southeast,794.95,0
49BCC6BCDA1C,75,84700.0,32.3,465,22900.0,36,0.259,5.0,2,0,Rent,Business,Southeast,1526.1,2
6DA5CABE75C7,46,69700.0,7.0,655,57300.0,24,0.115,7.0,6,0,Own,Home Improvement,Northeast,2463.53,2
12C1E035E7C2,49,48300.0,0.0,706,37000.0,24,0.166,3.0,0,0,Own,Education,Midwest,435.28,0
D04F15667871,36,44700.0,32.1,805,110000.0,60,0.238,9.0,0,1,Rent,Debt Consolidation,Southeast,1453.82,1
A591D9F743E0,20,66800.0,10.8,534,117300.0,60,0.407,2.0,2,1,Rent,Debt Consolidation,West,1173.56,2
466B03AC47A8,35,72900.0,3.0,597,171200.0,24,0.094,6.0,0,1,Rent,Debt Consolidation,West,2318.92,2
0B9548225A86,29,60800.0,0.0,704,73400.0,12,0.175,5.0,0,1,Own,Debt Consolidation,Southeast,1197.58,0
DDB0683A0451,25,57900.0,7.5,582,14900.0,24,0.103,,2,0,Mortgage,Other,Midwest,977.95,1
E38AA2C2AFF4,63,38800.0,3.8,723,36700.0,36,0.112,1.0,0,1,Own,Debt Consolidation,Southeast,394.36,0
79CEF7C9C8CD,45,40100.0,3.8,689,24100.0,36,0.222,7.0,0,1,Mortgage,Business,Southwest,1709.26,1
7D789C640E31,47,49300.0,0.0,738,81000.0,36,0.164,4.0,1,0,Mortgage,Business,Southwest,1742.21,2
5E284D9C6E91,38,31900.0,,850,25700.0,36,0.361,8.0,3,1,Rent,Home Improvement,Southwest,2425.27,2
7377C6C1090C,40,29900.0,13.4,646,53300.0,48,0.283,7.0,1,0,Rent,Other,West,1566.23,2
8729A72F83B5,54,51600.0,2.0,636,43500.0,36,0.243,2.0,1,1,Rent,Home Improvement,Midwest,913.28,1
E8DBB2F85846,42,93400.0,6.5,767,50900.0,60,0.187,7.0,1,1,Rent,Business,West,1149.1,0
2F8E2BA89983,48,17300.0,6.1,846,104600.0,12,0.176,2.0,2,0,Own,Debt Consolidation,Southeast,1371.93,1
D02B53F39F0D,40,43700.0,10.7,746,54300.0,60,0.333,5.0,0,1,Own,Debt Consolidation,Midwest,624.65,0
EFC03D0B431D,38,62900.0,23.4,780,46800.0,60,0.14,4.0,0,1,Rent,Debt Consolidation,Southwest,1739.98,0
53B9532200E8,25,97700.0,11.7,662,55300.0,60,0.086,6.0,2,1,Rent,Education,Southwest,796.55,1
65ED52CDDEAB,18,145800.0,0.7,717,94000.0,48,0.132,4.0,0,0,Mortgage,Debt Consolidation,Southwest,1386.37,0
1DAB9404B960,39,47000.0,9.0,650,98600.0,12,0.063,7.0,0,1,Own,Business,Northeast,2198.77,2
95DC69416D81,43,160300.0,12.9,548,278600.0,60,0.32,4.0,2,1,Mortgage,Education,West,1804.59,2
C89F5938A72D,27,69600.0,0.2,672,49400.0,36,0.154,6.0,2,1,Rent,Home Improvement,West,2811.2,2
3F18DB14D256,42,84800.0,2.7,689,47400.0,36,0.318,4.0,1,0,Mortgage,Debt Consolidation,Midwest,1630.05,1
7E5ABC80E2FC,43,30200.0,2.5,656,66400.0,60,0.24,2.0,3,1,Rent,Education,Northeast,559.63,2
8534949FF125,18,69500.0,8.5,775,71600.0,12,0.154,6.0,2,1,Rent,Home Improvement,Southeast,269.11,0
0FD0D6E2D5D6,31,88900.0,7.0,737,39400.0,36,0.414,6.0,0,1,Rent,Debt Consolidation,Southwest,1131.92,0
7756B0095FE4,47,37100.0,,719,18600.0,48,0.206,6.0,0,1,Mortgage,Debt Consolidation,Midwest,760.95,0
87D2EDD39784,47,15000.0,5.3,618,15400.0,60,0.086,4.0,2,0,Own,Other,Southeast,1959.75,2
17D6CB6384B9,28,58800.0,9.7,678,44100.0,36,0.081,5.0,1,1,Mortgage,Home Improvement,Midwest,2089.69,1
D1F131DAC3D2,44,48100.0,18.6,631,112300.0,60,0.176,3.0,1,0,Rent,Other,Southeast,1490.77,2
FFAAB5817554,54,113500.0,0.0,649,33100.0,12,0.229,3.0,3,0,Own,Home Improvement,Southwest,1354.47,1
3D1E9C4F1075,51,40300.0,2.6,653,54300.0,60,0.36,4.0,1,0,Rent,Debt Consolidation,West,1394.76,1
09DBE0E8CBFB,41,36800.0,0.9,701,55700.0,36,0.159,6.0,7,0,Mortgage,Debt Consolidation,Midwest,1357.09,2
D991D033EEB5,36,28400.0,0.0,683,72400.0,60,0.394,,2,0,Mortgage,Business,Midwest,1553.5,2
4BD619D121A3,34,38300.0,0.0,594,24800.0,36,0.19,7.0,1,0,Rent,Other,Southwest,1436.27,1
0EE5D12D5583,48,234900.0,13.5,679,72700.0,36,0.439,2.0,0,1,Mortgage,Other,Southwest,1407.48,0
EC541AD6426F,44,22600.0,10.9,729,47600.0,60,0.14,3.0,3,1,Own,Business,Midwest,1289.71,2
774706A5B1DB,50,26000.0,13.3,735,65000.0,48,0.389,7.0,1,0,Mortgage,Home Improvement,Midwest,1030.67,2
C960FB9967AC,44,52600.0,12.1,576,56100.0,60,0.081,6.0,0,1,Rent,Debt Consolidation,Southwest,1720.21,2
739B1E263422,52,160500.0,6.4,674,102200.0,36,0.192,2.0,3,0,Mortgage,Business,West,1704.21,1
0FF30229244F,43,81500.0,4.8,536,97000.0,48,0.384,5.0,0,1,Mortgage,Home Improvement,Southeast,1996.08,2
E51C278147A2,51,127200.0,18.4,622,30600.0,60,0.274,7.0,2,0,Rent,Other,Midwest,703.88,0
8864B9FB3486,52,43800.0,15.1,672,36700.0,36,0.108,2.0,3,1,Rent,Home Improvement,Midwest,1857.78,2
B1ADD93EA5AC,32,25200.0,8.9,735,24700.0,48,0.195,5.0,5,0,Rent,Debt Consolidation,Northeast,1756.38,1
40082AFCD3A3,20,42300.0,2.0,753,50500.0,60,0.164,6.0,2,1,Rent,Home Improvement,Northeast,1579.76,0
A568A125EE71,61,50600.0,,604,25300.0,60,0.277,7.0,4,1,Own,Debt Consolidation,Northeast,2061.42,2
7A6C7D41E3F7,45,54500.0,11.5,709,40500.0,36,0.316,8.0,0,0,Rent,Debt Consolidation,Southeast,2346.93,1
6BF003B6C2D3,21,48200.0,5.0,641,44100.0,12,0.16,3.0,0,0,Rent,Business,Southwest,2296.97,1
1D29928EFF79,33,75000.0,,695,66200.0,12,0.299,7.0,0,0,Own,Debt Consolidation,Southeast,1419.18,0
6213F55879DF,51,36600.0,14.6,634,76300.0,24,0.207,7.0,0,0,Own,Debt Consolidation,Northeast,994.36,2
737D8E4CE326,39,32500.0,13.5,596,161200.0,24,0.113,4.0,1,0,Mortgage,Home Improvement,West,3336.02,2
C6B14BB1C8F2,36,27900.0,,777,44500.0,24,0.145,5.0,3,1,Own,Debt Consolidation,Southeast,2943.67,2
7D3BD3115082,59,60600.0,16.8,726,31200.0,60,0.278,6.0,4,0,Own,Education,Southwest,2230.93,1
25CB21365D0D,29,57400.0,18.3,745,68400.0,60,0.308,8.0,11,1,Rent,Debt Consolidation,Midwest,2181.86,2
2C6F3C76384C,32,98700.0,5.7,753,68100.0,60,0.081,5.0,2,1,Mortgage,Other,Southeast,1572.47,0
0C01A20FCA12,45,126900.0,16.2,640,100600.0,24,0.239,,2,0,Rent,Business,Northeast,66.92,0
16D00B046B79,47,27900.0,13.8,681,43500.0,60,0.483,4.0,1,0,Rent,Business,Southwest,227.74,2
9DED84C90C3F,48,54900.0,16.5,618,32400.0,60,0.149,1.0,2,0,Rent,Business,Southwest,1905.17,1
B0841713DAF8,53,48400.0,11.0,743,69400.0,36,0.128,8.0,0,1,Mortgage,Home Improvement,Midwest,678.66,0
2BB84A0DB136,44,23300.0,13.9,821,65700.0,36,0.163,4.0,0,0,Own,Home Improvement,Northeast,1328.32,1
50116A0E7A4B,48,40500.0,1.8,765,57000.0,60,0.106,3.0,7,0,Rent,Home Improvement,Northeast,1374.3,2
504ECF3A097A,39,128200.0,13.7,704,138600.0,60,0.207,6.0,0,0,Rent,Home Improvement,Northeast,1720.96,0
81A82163DF52,43,38300.0,19.7,585,49800.0,36,0.246,5.0,2,0,Own,Home Improvement,West,1531.77,1
F00EAC68FA39,43,34900.0,,635,25400.0,36,0.517,3.0,2,1,Mortgage,Debt Consolidation,Southeast,1578.09,1
F35977162BD1,45,52600.0,9.0,704,63900.0,24,0.122,3.0,2,1,Rent,Debt Consolidation,Midwest,1072.31,1
A7492FE9A5D1,51,89400.0,24.3,794,68300.0,48,0.276,4.0,2,0,Rent,Other,West,2421.12,0
5EF9ADD3D787,49,45800.0,8.7,704,55900.0,24,0.104,6.0,3,0,Own,Home Improvement,Southeast,1104.57,1
0C6C4EFDD33D,43,58100.0,15.6,677,49600.0,24,0.362,5.0,5,0,Mortgage,Debt Consolidation,West,1444.74,2
74823A8EC6B5,32,15400.0,10.5,605,27400.0,60,0.252,5.0,4,1,Mortgage,Business,Midwest,2253.69,2
56AE20A2E618,43,74200.0,20.2,677,83200.0,60,0.333,3.0,2,0,Own,Other,Southwest,1818.46,1
51A6499FA0EE,42,61200.0,11.6,724,100600.0,12,0.103,4.0,0,0,Rent,Debt Consolidation,Midwest,2154.51,1
A180E1222C57,44,88100.0,5.2,738,28300.0,60,0.204,3.0,0,1,Mortgage,Education,West,2110.72,0
237D7B655D0F,68,19400.0,18.3,684,43800.0,60,0.356,,2,0,Rent,Debt Consolidation,Southeast,1254.66,2
E698BDA5F8F6,36,45900.0,6.0,586,115900.0,60,0.116,2.0,3,1,Rent,Education,Midwest,2102.6,2
73CADB3DBF86,47,92100.0,12.5,794,109100.0,36,0.322,5.0,3,1,Mortgage,Debt Consolidation,Southwest,1174.06,1
0326A862FD7A,55,39900.0,0.0,741,48700.0,60,0.198,4.0,2,0,Mortgage,Home Improvement,Midwest,2865.91,0
C232A2D6E68D,43,55700.0,16.6,629,55800.0,48,0.194,4.0,4,0,Own,Home Improvement,West,1512.63,1
95B736CDB784,70,43200.0,0.0,803,47600.0,24,0.219,4.0,0,0,Own,Business,Southeast,13.42,0
5C1430A758F9,37,43800.0,6.0,788,119000.0,24,0.263,3.0,3,1,Mortgage,Debt Consolidation,Midwest,1390.78,2
9E4F5A009D00,46,102900.0,0.0,702,69500.0,60,0.222,6.0,3,0,Mortgage,Debt Consolidation,Midwest,1483.65,1
57CC94C9FF88,32,24800.0,1.0,639,24000.0,12,0.327,6.0,0,0,Own,Debt Consolidation,Midwest,1623.69,2
B896D81E8756,38,52700.0,9.7,640,54600.0,60,0.214,7.0,2,0,Rent,Debt Consolidation,Southwest,2483.94,2
06FB6B05A343,45,62200.0,4.6,674,36000.0,24,0.304,3.0,0,0,Mortgage,Debt Consolidation,Southeast,679.66,0
AED24B84484D,52,90800.0,15.9,492,100800.0,36,0.08,3.0,1,1,Mortgage,Debt Consolidation,Southwest,2029.96,2
C7F7EC6DCC61,46,50700.0,8.0,716,32000.0,60,0.29,6.0,0,1,Mortgage,Other,Southeast,765.53,0
35D9C6D86118,57,92300.0,11.3,681,202200.0,36,0.24,3.0,0,1,Rent,Home Improvement,West,418.3,2
B24A8048DB68,41,52600.0,3.5,648,88700.0,36,0.154,3.0,0,0,Rent,Debt Consolidation,Southeast,1811.89,2
